original,second_part,lemma,genus,compound_forms,concept,definition,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment,article,full_definition
klimastaat,staat,staat,m,"['klimastaats', 'klimastaate', 'klimastäte', 'klimastaat', 'klimastäten', 'klimastaaten', 'klimastaates']",group,"['die Menschen, die in einer Nation oder einem Land leben']",['vatikan'],,,,,,"Counter({'vieler': 1, 'gefordert': 1})",,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],neutral,der,"Klimastaat, der
Der Begriff ""Klimastaat"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimastaat"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert.

Siehe auch: Klimavatikan"
klimastopp,stopp,stopp,m,"['klimastopps', 'klimastopp']",abstraction,"['die Eigenschaft, unterbrochen zu sein; einer Unterbrechung oder periodischen Unterbrechung zu unterliegen']",[],,,,,Counter(),,0.0,,,,1,0,0.0,0.0,[],[],negativ,der,"Klimastopp, der
Der Begriff ""Klimastopp"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimastreit,streit,streit,m,"['klimastreite', 'klimastreiten', 'klimastreits', 'klimastreites', 'klimastreit']",action,"['Zustand der Opposition zwischen Personen, Ideen oder Interessen.', 'Ordnungswidriger Kampf', 'Dialog mit großer Nicht-Übereinstimmung.']","['streit', 'streiter', 'streit', 'streiter']",,Counter({'deutschen Bundestag': 1}),"Counter({'Greta Thunberg': 1, 'Thomas Stocker': 1})","Counter({'IPCC': 2, 'SRF': 1, 'RUNDSCHAU': 1, 'Deutscher Bundestag': 1, 'NZZ': 1, 'WWF': 1})",Counter(),Counter({'ungeschnitt': 1}),0.0,0.5,,,0,2,0.0,0.0156966951518003,[],[],negativ,der,"Klimastreit, der
Der Begriff ""Klimastreit"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Thomas Stocker. Im Kontext von ""Klimastreit"" erfolgt die Nennung folgender Organisation(en): IPCC, SRF (Skeptiker Korpus) und deutschen Bundestag (Vertreter Korpus).

Siehe auch: Klimastreiter"
klimastreiter,streiter,streiter,m,"['klimastreiter', 'klimastreitern', 'klimastreiters']",person,"['ein Streitender, der sich streitet']","['krieger', 'streit', 'streiter', 'streiter', 'streit']",,Counter({'deutschen Bundestag': 1}),,,Counter(),,0.0,,Selbstzuschreibung,,1,0,0.0,0.0,[],[],negativ,der,"Klimastreiter, der
Der Begriff ""Klimastreiter"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimastreiter"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Vertreter. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimastreiter"" erfolgt die Nennung folgender Organisation(en): deutschen Bundestag (Vertreter Korpus).

Siehe auch: Klimakrieger, Klimastreit"
klimataliban,taliban,taliban,m,"['klimatalibans', 'klimataliban']",group,[],[],,,,,,Counter(),,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],negativ,der,"Klimataliban, der
Der Begriff ""Klimataliban"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimataliban"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimateppich,teppich,teppich,m,"['klimateppich', 'klimateppiche', 'klimateppichs', 'klimateppichen']",abstraction,"['ein natürlicher Gegenstand, der einem Teppich ähnelt oder diesen suggeriert']",[],,,,"Counter({'der Grünen': 1, 'Commerzbank': 1, 'Aldi': 1})",,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,der,"Klimateppich, der
Der Begriff ""Klimateppich"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimateppich"" erfolgt die Nennung folgender Organisation(en): der Grünen, Commerzbank (Skeptiker Korpus)."
klimateufel,teufel,teufel,m,"['klimateufel', 'klimateufeln', 'klimateufels']",person,"['eine grausam raubgierige Person', 'Feuerzeug, bestehend aus einem dünnen Stück Holz oder Pappe, das mit einer brennbaren Chemikalie bestückt ist; entzündet sich durch Reibung']",['monster'],,,Counter({'Michael Jost': 1}),"Counter({'Daimler': 1, 'Siemens': 1})",,Counter(),,0.0,,Fremdzuschreibung,0,1,0.0,0.0,[],[],negativ,der,"Klimateufel, der
Der Begriff ""Klimateufel"" bezeichnet eine Person, die eine Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimateufel"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. In 0% der Fälle wird die Verwendung als sarkatisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Jost. Im Kontext von ""Klimateufel"" erfolgt die Nennung folgender Organisation(en): Daimler, Siemens (Skeptiker Korpus).

Siehe auch: Klimamonster"
klimatheater,theater,theater,n,"['klimatheaters', 'klimatheatern', 'klimatheater']",action,"['Ordnungswidriger Kampf', 'ein verwirrtes oder nervöses und aufgeregtes Gemüt', 'gekennzeichnet durch Nervosität und schnelles Erschrecken', 'schelmisches oder hinterlistiges Verhalten', None, 'etwas oder jemand, der Angst verursacht; eine Quelle des Unglücklichseins', 'eine gesellschaftliche Veranstaltung mit einer öffentlichen Aufführung oder Unterhaltung', 'ein Gebäude, in dem Theatervorstellungen oder Filmvorführungen stattfinden können']",[],,,"Counter({'Malena Ernman': 1, 'Greta Thunberg': 1})","Counter({'UNO': 1, 'Bundestag': 1})",,Counter({'groß': 1}),,0.0,,,0,1,0.0,0.0,[],[],neutral,das,"Klimatheater, das
Der Begriff ""Klimatheater"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Malena Ernman und Greta Thunberg. Im Kontext von ""Klimatheater"" erfolgt die Nennung folgender Organisation(en): UNO, Bundestag (Skeptiker Korpus)."
klimatheologie,theologie,theologie,f,"['klimatheologie', 'klimatheologien']",abstraction,['das rationale und systematische Studium der Religion und ihrer Einflüsse sowie des Wesens der religiösen Wahrheit'],[],,,,,,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,die,"Klimatheologie, die
Der Begriff ""Klimatheologie"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimatod,tod,tod,m,"['klimatodes', 'klimatode', 'klimatod', 'klimatods', 'klimatoden']",action,"['Entlassung aus dem Amt', 'das Ereignis des Sterbens oder des Ausscheidens aus dem Leben']",[],,,"Counter({'Greta Thunberg': 2, 'Hans Joachim Schellnhuber': 1})","Counter({'UN': 1, 'EIKE': 1, 'NASA': 1, 'National Oceanic and Atmospheric Administration': 1, 'NOAA': 1})",,"Counter({'beliebt': 1, 'baldig': 1})",,0.0,,,0,5,0.0,0.0564898091155786,[],['sterben'],negativ,der,"Klimatod, der
Der Begriff ""Klimatod"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.06 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Greta Thunberg und Hans Joachim Schellnhuber. Im Kontext von ""Klimatod"" erfolgt die Nennung folgender Organisation(en): UN, EIKE (Skeptiker Korpus).
Häufige Kollokationen: 'sterben' (Skeptiker) "
klimatrash,trash,trash,m,"['klimatrashs', 'klimatrash']",group,['wertlose Menschen'],[],,,,"Counter({'ZDF': 2, 'Bayerische Rundfunk': 2, 'WDR': 2, 'ARD': 2})",,Counter(),,1.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimatrash, der
Der Begriff ""Klimatrash"" bezeichnet einen Zusammenschluss von Personen im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimatrash"" hierbei im Sinne einer  In  In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimatrash"" erfolgt die Nennung folgender Organisation(en): ZDF, Bayerische Rundfunk (Skeptiker Korpus)."
klimatraumatisierung,traumatisierung,traumatisierung,f,"['klimatraumatisierungen', 'klimatraumatisierung']",action,[],[],,,"Counter({'Frank-Walter Steinmeier': 1, 'Bill McKibben': 1})","Counter({'EIKE': 3, 'Spiegel Online': 1, 'Die Grünen': 1, 'Welt': 1, 'Tagesspiegel': 1, 'Spektrum.de': 1, 'PIK': 1})",,Counter(),,0.0,,,0,3,0.0,0.0300764987421918,[],"['EIKE', 'Phase']",negativ,die,"Klimatraumatisierung, die
Der Begriff ""Klimatraumatisierung"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Frank-Walter Steinmeier und Bill McKibben. Im Kontext von ""Klimatraumatisierung"" erfolgt die Nennung folgender Organisation(en): EIKE, Spiegel Online (Skeptiker Korpus).
Häufige Kollokationen: 'EIKE', 'Phase' (Skeptiker) "
klimatrip,trip,trip,m,"['klimatrip', 'klimatrips']",action,"['eine Fahrt in einem Auto, die nur zum Vergnügen unternommen wird']",[],,,Counter({'Luisa Neubauer': 1}),Counter({'Volkswagen': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],neutral,der,"Klimatrip, der
Der Begriff ""Klimatrip"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Luisa Neubauer. Im Kontext von ""Klimatrip"" erfolgt die Nennung folgender Organisation(en): Volkswagen (Skeptiker Korpus)."
klimatyrannei,tyrannei,tyrannei,f,"['klimatyrannei', 'klimatyranneien']",abstraction,['Herrschaft durch Androhung von Strafe und Gewalt'],['diktatur'],,,,,,Counter(),,0.0,,,0,1,0.0,0.0,[],[],negativ,die,"Klimatyrannei, die
Der Begriff ""Klimatyrannei"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert.

Siehe auch: Klimadiktatur"
klimaunfug,unfug,unfug,m,"['klimaunfugs', 'klimaunfug']",abstraction,['unsinniges Gerede oder Schreiben'],"['blödsinn', 'gefasel', 'käse', 'quatsch', 'unsinn']",,,,Counter({'EIKE': 1}),,Counter(),,0.0,,,0,1,0.0,0.0,[],[],negativ,der,"Klimaunfug, der
Der Begriff ""Klimaunfug"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaunfug"" erfolgt die Nennung folgender Organisation(en): EIKE (Skeptiker Korpus).

Siehe auch: Klimaunsinn, Klimaquatsch, Klimakäse, Klimablödsinn, Klimagefasel"
klimaunfähigkeit,unfähigkeit,unfähigkeit,f,"['klimaunfähigkeiten', 'klimaunfähigkeit']",abstraction,"['Mangel an Entwicklungsmöglichkeiten', 'das Fehlen der Fähigkeit zur Leistung', 'die Eigenschaft, nicht geeignet zu sein']",[],,,,,Counter(),,0.0,,,,1,0,0.0,0.0,[],[],negativ,die,"Klimaunfähigkeit, die
Der Begriff ""Klimaunfähigkeit"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert."
klimaungerechtigkeit,ungerechtigkeit,ungerechtigkeit,f,"['klimaungerechtigkeit', 'klimaungerechtigkeiten']",action,"['eine ungerechte Handlung', 'unangemessenes Verhalten']","['ungerechtigkeit', 'gerechtigkeit']",,"Counter({'WFP': 1, 'Shell': 1})",,,Counter(),,0.0,,,,2,0,0.0082929243285437,0.0,[],[],negativ,die,"Klimaungerechtigkeit, die
Der Begriff ""Klimaungerechtigkeit"" bezeichnet eine Aktion im Bezug auf den Klimawandel. Der Begriff wird in unserem Korpus 0 Mal von den Klimaforschungsskeptikern und 2 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.01 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaungerechtigkeit"" erfolgt die Nennung folgender Organisation(en): WFP, Shell (Vertreter Korpus).

Siehe auch: Klimagerechtigkeit"
klimaunsinn,unsinn,unsinn,m,"['klimaunsinn', 'klimaunsinns', 'klimaunsinne', 'klimaunsinnes']",abstraction,"['unsinniges Gerede oder Schreiben', 'eine Nachricht, die keinen Sinn zu ergeben scheint']","['blödsinn', 'gefasel', 'käse', 'quatsch', 'unfug']",,,,"Counter({'SPIEGEL': 1, 'EIKE': 1, 'ZDF': 1, 'ARD': 1})",,Counter(),,0.0,,,0,3,0.0,0.0300764987421918,[],[],negativ,der,"Klimaunsinn, der
Der Begriff ""Klimaunsinn"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaunsinn"" erfolgt die Nennung folgender Organisation(en): SPIEGEL, EIKE (Skeptiker Korpus).

Siehe auch: Klimaquatsch, Klimaunfug, Klimakäse, Klimablödsinn, Klimagefasel"
klimauntergang,untergang,untergang,m,"['klimauntergängen', 'klimauntergangs', 'klimauntergang', 'klimauntergange', 'klimaunterganges', 'klimauntergänge']",abstraction,"['Visionäre Beschreibung eines Zustandes, in dem die Welt nicht weiter besteht.', 'Zerlegung in Einzelteile', 'ein bestimmter, vorübergehender Geisteszustand']","['apokalypse', 'armageddon']",,,"Counter({'Hans Joachim Schellnhuber': 1, 'Ottmar Edenhofer': 1, 'Angela Merkel': 1, 'Barack Obama': 1, 'Hanna Thiele': 1, 'Harald Kunstmann': 1, 'Ursula von der Leyen': 1, 'Stefan Rahmstorf': 1})","Counter({'PIK': 2, 'Union of Concerned Scientists': 1, 'EIKE': 1, 'BR': 1, 'Bayerischen Landtag': 1, 'Die Grünen': 1, 'IPCC': 1})",,"Counter({'weit': 1, 'nur': 1})",,0.0,,,0,5,0.0,0.0564898091155786,[],[],negativ,der,"Klimauntergang, der
Der Begriff ""Klimauntergang"" bezeichnet ein Konzept in Relation zum Klimawandel. Der Begriff wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.06 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Hans Joachim Schellnhuber und Ottmar Edenhofer. Im Kontext von ""Klimauntergang"" erfolgt die Nennung folgender Organisation(en): PIK, Union of Concerned Scientists (Skeptiker Korpus).

Siehe auch: Klimaapokalypse, Klimaarmageddon"
klimavatikan,vatikan,vatikan,m,"['klimavatikan', 'klimavatikans']",location,['die Hauptstadt des Staates der Vatikanstadt'],['staat'],,,"Counter({'Ottmar Edenhofer': 1, 'Stefan Rahmstorf': 1})","Counter({'PIK': 2, 'Deutschen Institut für Wirtschaftsforschung': 1, 'DIW': 1, 'IWH': 1, 'IPCC': 1})",,"Counter({'Potsdamer': 1, 'deutsch': 1})",,0.0,,,0,2,0.0,0.0156966951518003,[],[],negativ,der,"Klimavatikan, der
Der Begriff ""Klimavatikan"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.02 für die Skeptiker und 0.0 für die Vertreter. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Ottmar Edenhofer und Stefan Rahmstorf. Im Kontext von ""Klimavatikan"" erfolgt die Nennung folgender Organisation(en): PIK, Deutschen Institut für Wirtschaftsforschung (Skeptiker Korpus).

Siehe auch: Klimastaat"
