original,second_part,noun_forms,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_updated,con_updated,tfidf_pro,tfidf_con
klimaverteidigung,verteidigung,"['verteidigung', 'verteidigungen']",verteidigung,f,"['klimaverteidigung', 'klimaverteidigungen']",,,[],[],,[],negative,0.0,"['Verteidigung', 'Widerstand', 'Defensive', 'Abwehr', 'Rechtfertigung', 'Gegenwehr', 'Verteidigungsrede', 'Apologie']","['Tat', 'Aktion', 'Handlung', 'Operation']","['Handlung', 'Operation', 'Aktion', 'Tat']","['justification', 'account', 'explanation', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Rechtfertigung für eine Handlung oder eine Überzeugung', 'der Akt, jemanden oder etwas gegen einen Angriff oder eine Verletzung zu verteidigen']",[],[],verteidigung,verteidigung,verteidigung,verteid,,,,,,[],negative,0.0,neutral,,,,1.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimaverweigerung,verweigerung,"['verweigerungen', 'verweigerung']",verweigerung,f,"['klimaverweigerungen', 'klimaverweigerung']",,,"['Donald Trump', 'Andreas Demmig', 'Donald Trump']",[],,"['global', 'global']",negative,0.0,"['Verweigerung', 'Verneinung', 'Weigerung', 'Neinstimme', 'Nichteinverständniserklärung', 'Nein', 'Veto', 'Rückweisung', 'Absage', 'Ablehnung', 'Zurückweisung']",[],[],"['rejection', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Zurückweisung oder Verleugnung oder Verwerfung als ungültig', 'der Akt der Weigerung, einer Aufforderung nachzukommen']",[],[],verweigerung,verweigerung,verweigerung,verweiger,,,,,,[],negative,0.0,neutral,,,,0.0,0,2,,0.0191856694893927,,['global'],0,2,,0.0191856694893927,,2,,0.0191856694893927
klimaverwirrung,verwirrung,"['verwirrungen', 'verwirrung']",verwirrung,f,"['klimaverwirrungen', 'klimaverwirrung']",,,"['Malena Ernman', 'Greta Thunberg']",[],,['groß'],negative,0.0,"['Verwirrung', 'Gedankenlosigkeit', 'Konfusion', 'Desorientierung', 'Realitätsverleugnung', 'Zerfahrenheit', 'Zerstreutheit', 'Ratlosigkeit', 'Verblendung', 'Irritation', 'Verstörtheit', 'Zinower']","['Zielstellung', 'Zielvorstellung', 'Handlungshilfe', 'Programmatik', 'Richtlinie', 'Vorgabe', 'Leitlinie', 'Führungshilfe', 'Guideline', 'Leitfaden', 'Orientierung', 'Programm', 'Zielvorgabe', 'Ausrichtung', 'Linie', 'Kurs', 'Zielsetzung', 'Richtschnur', 'Richtmarke', 'Maßgabe', 'Marschrichtung']","['Versuch', 'Vorsatz', 'Unternehmung', 'Gruppierung', 'Clusterung', 'Bündelung']","['embarrassment', 'shame', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Gefühl der Peinlichkeit, das einen verwirrt', 'Verwirrung aufgrund von Unverständnis', 'ein plötzlicher Ausbruch von Ärger', 'Unordnung, die sich aus der Unfähigkeit ergibt, sich vorhersehbar zu verhalten']",['konfusion'],['konfusion'],verwirrung,verwirrung,verwirrung,verwirr,,,,,,['konfusion'],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimavirus,virus,"['virus', 'viren']",virus,n,"['klimavirus', 'klimaviren']",,,['Michael Mann'],[],,[],negative,0.0,"['Computervirus', 'Virus']",[],[],"['representation', 'agency', 'delegacy', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['eine schädliche oder korrumpierende Substanz'],[],[],viru,viru,vir,virus,,,,,,[],negative,0.0,negative,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimawahn,wahn,"['wahnen', 'wahne', 'wahnes', 'wahns', 'wahn']",wahn,m,"['klimawahnen', 'klimawahne', 'klimawahnes', 'klimawahns', 'klimawahn']","['Jürgen Elsässer', 'Michael Limburg', 'Jürgen Elsässer', 'Beatrix von Storch', 'Felix Menzel', 'Michael Limburg']","['AFD', 'Blaue Narzisse']","['Hanna Thiele', 'Volker Quaschning', 'Volker Quaschning', 'António Guterres', 'Barbara Hendricks', 'Angela Merkel', 'Harald Lesch', 'Dieter Nuhr', 'Sverre Petersen', 'Valentina Zharkova', 'Lord Monckton', 'Hans Joachim Schellnhuber']","['DWD', 'EIKE', 'FAZ', 'WIKIPEDIA', 'Bundestag', 'EIKE', 'WDR', 'Tagesspiegel', 'MINT', 'Katholische Kirche', 'EIKE', 'Umweltbundesamt', 'DWD', 'EIKE', 'NOAA', 'Weltbank', 'IWF']","['verschwörungsideologisch', 'verschwörungsideologisch']","['mehr', 'hysterisch', 'irren', 'fortgeschritten', 'fortgeschritten', 'heilig']",positive,0.0,"['Verzückung', 'Ekstase', 'Zustand absoluter Verzückung', 'Zustand der Euphorie', 'Wahn', 'Rausch', 'Trance', 'Taumel', 'Zustand der Trance']",[],[],"['walking on air', 'bliss', 'cloud nine', 'seventh heaven', 'blissfulness', 'elation', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein Zustand der Glückseligkeit'],[],[],wah,wahn,wahn,wahn,,,,,,[],negative,0.07777777777777778,negative,,,0.0,0.0,3,31,0.0082929243285437,0.318430037347377,"['Konferenz', 'extrem']","['schätzen', 'breite']",3,31,0.0082929243285437,0.318430037347377,2,27,0.0082929243285437,0.318430037347377
klimawahnsinn,wahnsinn,"['wahnsinn', 'wahnsinns']",wahnsinn,m,"['klimawahnsinn', 'klimawahnsinns']",,,"['Michael Limburg', 'Nikolai Tesla', 'Angela Merkel', 'Donald Trump']","['AFD', 'RTL', 'EIKE', 'ZDF', 'ARD', 'Tesla', 'EIKE', 'PM', 'EIKE', 'Die Grünen', 'EU', 'EU', 'EIKE']",,"['mehr', 'hysterisch', 'fortgeschritten']",positive,0.0,"['Wahnwitz', 'Fadaise', 'Torheit', 'Verrücktheit', 'Geistesschwäche', 'Narrheit', 'Hirnrissigkeit', 'Irrsinn', 'Wahnsinn', 'Stumpfsinn', 'Schwachsinn', 'Idiotie', 'Verdrehtheit', 'Tollheit', 'Insania']","['Unvernunft', 'Paralogie', 'Widervernünftigkeit', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['play', 'frolic', 'gambol', 'caper', 'romp', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']","['irrsinn', 'schwachsinn']","['irrsinn', 'schwachsinn', 'verrücktheit']",wahnsinn,wahnsinn,wahnsin,wahnsinn,,,,,,"['irrsinn', 'schwachsinn', 'verrücktheit']",negative,0.0,negative,,,,0.0,0,10,,0.120336410340648,,"['liegen', 'beenden', 'Deutschland']",0,10,,0.120336410340648,,10,,0.120336410340648
klimawandler,wandler,"['wandler', 'wandlern', 'wandlers']",wandler,m,"['klimawandler', 'klimawandlern', 'klimawandlers']",,,"['Angela Merkel', 'Mojib Latif', 'Patrick Frank']",['DPG'],,[],positive,0.0,"['Föttinger-Wandler', 'Wandler', 'Umsetzer', 'Drehmomentwandler']","['Maschine', 'Automat', 'Apparat', 'Gerät', 'Apparatur', 'Aggregat', 'Anlage']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['convertor', 'converter', 'device', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['Wandler zur Übertragung und Verstärkung von Drehmomenten (insbesondere auf hydraulischem Wege)', 'ein elektrisches Gerät, das eine Energieform in eine andere umwandelt']",[],[],wandl,wandler,wandl,wandl,,,,,,[],negative,0.0,negative,,,,0.3333333333333333,0,3,,0.0300764987421918,,,0,3,,0.0300764987421918,,3,,0.0300764987421918
klimawarner,warner,"['warners', 'warner', 'warnern']",warner,m,"['klimawarners', 'klimawarner', 'klimawarnern']",,,"['Eckart von Hirschhausen', 'Angela Merkel', 'Jan Eder']","['DIE LINKE', 'EIKE', 'IPCC', 'NCAR', 'NSIDC', 'CESM']",,['richtig'],negative,0.0,[],[],[],,person,[],[],[],war,warner,warn,warn,,,,,,[],negative,0.0,neutral,,{'External'},,0.0,0,5,,0.0564898091155786,,,0,5,,0.0564898091155786,,5,,0.0564898091155786
klimaweltuntergang,weltuntergang,"['weltuntergange', 'weltuntergang', 'weltunterganges', 'weltuntergängen', 'weltuntergangs', 'weltuntergänge']",weltuntergang,m,"['klimaweltuntergange', 'klimaweltuntergang', 'klimaweltunterganges', 'klimaweltuntergängen', 'klimaweltuntergangs', 'klimaweltuntergänge']",,,"['Luisa Neubauer', 'Anders Levermann', 'Stefan Rahmstorf', 'Greta Thunberg']","['EIKE', 'GradZiel', 'PIK', 'SED', 'NSDAP', 'EIKE']",,"['drohend', 'selbst']",positive,0.0,"['Apokalypse', 'Weltende', 'Weltuntergang', 'Ragnarök', 'Offenbarung', 'Ende der Welt', 'Götterdämmerung', 'Tag des jüngsten Gerichts']","['grobe Schätzung', 'Anhaltspunkt', 'Zwielicht', 'Halbdunkel', 'Bereich', 'Hausnummer', 'ungefähre Größe', 'Größenordnung', 'Dämmerung']","['Zwielicht', 'Halbdunkel', 'Dämmerung', 'Heilanzeige', 'Indikation']","['disaster', 'catastrophe', 'cataclysm', 'tragedy', 'calamity', 'bad luck', 'misfortune', 'trouble', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein kosmischer Kataklysmus, bei dem Gott die herrschenden Mächte des Bösen vernichtet']",[],[],weltuntergang,weltuntergang,weltuntergang,weltuntergang,,,,,,[],positive,0.0,negative,,,,0.25,0,4,,0.0436011111178084,,,0,4,,0.0436011111178084,,4,,0.0436011111178084
klimawendehals,wendehals,"['wendehals', 'wendehalse', 'wendehälsen', 'wendehälse', 'wendehalses']",wendehals,m,"['klimawendehals', 'klimawendehalse', 'klimawendehälsen', 'klimawendehälse', 'klimawendehalses']",,,['Harald Lesch'],"['UN', 'ZDF']",,[],negative,0.0,"['Deserteur', 'Fahnenflüchtiger', 'Handlanger', 'sein Fähnlein nach dem Winde drehen', 'Mitläufer', 'Jasager', 'williger Vollstrecker', 'Gesinnungsakrobat', 'Konformist', 'Überläufer', 'Erfüllungsgehilfe', 'Abtrünniger', 'Wes Brot ich ess, des Lied ich sing.', 'Ja-Sager', 'Wendehals', 'Fahnenflüchtling', 'Gesinnungslump', 'Radfahrer', 'Verräter', 'Quisling', 'Abnicker', 'Opportunist']","['Gauner', 'fieser Finger', 'Missetäter', 'Haderlump', 'Schurke', 'Lump', 'krummer Hund', 'Bösewicht', 'Frevler', 'Schlitzohr', 'Strolch', 'Sinnspruch', 'Unhold', 'Sager', 'Merkspruch', 'Schuft', 'Canaille', 'Kanaille', 'Sprichwort', 'Fötzel', 'Spitzbube', 'übles Subjekt', 'Halunke', 'Schubiack', 'Übelmann', 'Spruch', 'Übeltäter', 'Tunichtgut']","['Strolch', 'Tunichtgut', 'Fötzel', 'Schuft', 'Schubiack', 'Unhold', 'Übeltäter', 'Halunke', 'Lump', 'Gauner', 'Missetäter', 'Kanaille', 'Schlitzohr', 'Haderlump', 'Spitzbube', 'krummer Hund', 'Übelmann', 'übles Subjekt', 'fieser Finger', 'Schurke', 'Bösewicht', 'Frevler', 'Canaille', 'Kunstgriff', 'Schachzug', 'Finesse', 'Praktik', 'Kniff', 'richtige Dreh', 'Kunststück', 'genialer Trick', 'trickreiche Methode', 'Trick siebzehn', 'Dreh', 'Handgriff', 'Technik', 'Trick 17']","['defector', 'deserter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'defector', 'deserter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der rebelliert und ein Geächteter wird', 'ein angestellter Arbeiter auf einem Bauernhof oder einer Ranch']",[],[],wendehal,wendeh,wendeh,wendehal,,,,,,[],negative,0.0,negative,,{'External'},,0.0,0,1,,,,,0,1,,,,1,,
klimawirklichkeit,wirklichkeit,"['wirklichkeit', 'wirklichkeiten']",wirklichkeit,f,"['klimawirklichkeit', 'klimawirklichkeiten']",,,['Harald Kunstmann'],"['Die Grünen', 'BR', 'Bayerischer Landtag']",,['kein'],neutral,0.0,"['Boden der Tatsachen', 'Wirklichkeit', 'Realität']",[],[],"['corporality', 'materiality', 'corporeality', 'physicalness', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Eigenschaft von etwas, das real ist']",[],[],wirklichkei,wirklichkeit,wirklichkeit,wirklich,,,,,,[],neutral,0.0,neutral,,,,0.0,0,2,,0.0156966951518003,,,0,2,,0.0156966951518003,,2,,0.0156966951518003
klimazar,zar,"['zar', 'zaren']",zar,m,"['klimazar', 'klimazaren']",,,"['Joe Biden', 'Barack Obama', 'John Kerry']",['Weltbank'],,['neu'],negative,0.0,"['Augustus', 'Imperator', 'Cäsar', 'Kaiser', 'Zar', 'Tenno', 'Caesar']",[],[],"['sovereign', 'crowned head', 'monarch', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'head of state', 'chief of state', 'representative', 'negotiator', 'negotiant', 'treater', 'communicator', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'head of state', 'chief of state', 'representative', 'negotiator', 'negotiant', 'treater', 'communicator', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['der männliche Herrscher eines Reiches'],[],[],zar,zar,zar,zar,,,,,,[],positive,0.0,neutral,,{'External'},,0.5,0,2,,0.0156966951518003,,['John'],0,2,,0.0156966951518003,,2,,0.0156966951518003
klimazerrüttung,zerrüttung,"['zerrüttung', 'zerrüttungen']",zerrüttung,f,"['klimazerrüttung', 'klimazerrüttungen']","['Fred Hageneder', 'Andreas Reigbert']","['SPD', 'CDU', 'Die Grünen', 'Verlag Neue Erde']",,,[],,negative,0.0,"['Abbau', 'Auflösung', 'Entartung', 'Abbruch', 'Zerlegung', 'Zerfall', 'Zerteilung', 'Untergang', 'Zerrüttung', 'Verfall', 'Niedergang', 'Degeneration', 'Zersplitterung', 'Zertrennung', 'Pervertierung', 'Dekadenz', 'Rückbau', 'Demontage']","['Bau', 'Konstruktion', 'Errichtung']","['Bau', 'Errichtung', 'Konstruktion']","['action', 'activity', 'natural process', 'natural action', 'process', 'physical process', 'physical entity', 'entity']",action,"['Zerlegung in Einzelteile', 'der Prozess der allmählichen Verschlechterung']",[],[],zerruttung,zerrüttung,zerrüttung,zerrutt,,,,,,[],negative,0.0,neutral,,,0.0,,1,0,0.0,,,,1,0,0.0,,1,,0.0,
klimazerstörer,zerstörer,"['zerstörers', 'zerstörern', 'zerstörer']",zerstörer,m,"['klimazerstörers', 'klimazerstörern', 'klimazerstörer']",,['RWE'],[],['EU'],['groß'],[],negative,0.0,"['Verwüster', 'Zerstörer', 'Vernichter']",[],[],"['bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['eine Person, die zerstört oder zerstört oder verwüstet']",[],[],zerstor,zerstörer,zerstör,zerstor,,,,"['zerstörer', 'zerstörung']","['zerstörer', 'zerstörung']","['zerstörer', 'zerstörung']",positive,0.0,negative,{'External'},{'None'},0.0,0.0,3,1,0.0159028307170063,0.0,,,3,1,0.0159028307170063,0.0,2,1,0.0159028307170063,0.0
klimazerstörung,zerstörung,"['zerstörung', 'zerstörungen']",zerstörung,f,"['klimazerstörung', 'klimazerstörungen']",,,,,"['induziert', 'kapitalistisch']",,negative,0.0,"['Destruktion', 'Devastierung', 'Annihilation', 'Demolition', 'Abbruch', 'Entleerung', 'Verwüstung', 'Zunichtemachung', 'Vernichtung', 'Aufreibung', 'Demolierung', 'Depletion', 'Auslöschung', 'Zerstörung', 'Devastation', 'Zertrümmerung', 'Abriss', 'krankhafter Verbrauch']",[],[],"['impairment', 'deterioration', 'decay', 'unsoundness', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",action,"['der Zustand der Verwesung oder Zerstörung', 'der Akt des Abbruchs', 'Zerstörung, die dadurch erreicht wird, dass etwas kaputt gemacht oder ruiniert wird']",[],[],zerstorung,zerstörung,zerstörung,zerstor,,,,"['zerstörer', 'zerstörung']","['zerstörung', 'zerstörer']","['zerstörung', 'zerstörer']",negative,-0.05555555555555555,negative,,,0.0,,2,0,0.0082929243285437,,,,2,0,0.0082929243285437,,2,,0.0082929243285437,
klimazeugs,zeugs,['zeugs'],zeugs,n,['klimazeugs'],,,"['Mojib Latif', 'Angela Merkel']",[],,[],negative,0.0,"['Glumpert', 'Plunder', 'Krusch(t)', 'Zeugs', 'Krimskrams', 'Gerümpel', '(wertloses) Zeug', 'Firlefanz', 'Gedöns', 'Schnickschnack', 'Ramsch', 'Tand', 'Geraffel', 'Zinnober', 'Grusch', 'Plörren', 'Trödel', 'Kramuri', 'Klüngel', 'Klumpert', 'Schrott', 'Kladderadatsch', 'Müll', 'Gesumsel', 'Klimbim', 'Kram', 'Mist', 'Krempel', 'Graffel', 'Tinnef', 'Nippes', 'Gelumpe']","['sich wälzen', 'hin und her rollen', 'sich herumwälzen', 'sich suhlen']","['Stand', 'Messestand']","['receptacle', 'container', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['ein Gefäß, in dem Abfälle entsorgt werden können']",[],[],zeug,zeug,zeug,zeug,,,,,,[],negative,0.0,negative,,,,0.0,0,4,,,,,0,4,,,,1,,
klimazipfel,zipfel,"['zipfeln', 'zipfel', 'zipfels']",zipfel,m,"['klimazipfeln', 'klimazipfel', 'klimazipfels']",,,['Donald Trump'],[],,['brisant'],positive,0.0,"['männliches Glied', 'Pillermann', 'Riemen', 'Bolzen', 'Rute', 'Lümmel', 'Pillemann', 'Stößel', 'Zauberstab', 'Penis', 'Pullermann', 'Schniedelwutz', 'Dödel', 'Pimmelmann', 'Prachtexemplar', 'Pillemännchen', 'Zumpferl', 'Lörres', 'Schwert', 'bestes Stück', 'Piephahn', 'Glied', 'Phallus', 'Kindermacher', 'Piepmatz', 'Schwanz', 'Rohr', 'Prengel', 'Pimmel', 'gutes Stück', 'Schniedel', 'Schwengel', 'Zipfel', 'Schaft']",[],[],"['cylinder', 'round shape', 'form', 'shape', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['eine hohle zylindrische Form'],[],[],zipfel,zipfel,zipfel,zipfel,,,,,,[],negative,0.029411764705882353,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimazirkus,zirkus,"['zirkusse', 'zirkus', 'zirkussen', 'zirkusses']",zirkus,m,"['klimazirkusse', 'klimazirkus', 'klimazirkussen', 'klimazirkusses']",,,"['Angela Merkel', 'Hans Joachim Schellnhuber', 'Ulli Kulke']",[],,[],positive,0.0,"['Circus', 'Rumlärmen', 'Heckmeck', 'Herumlärmen', 'Affenzirkus', 'Gelärm', 'Zirkus', 'Lärmerei', 'Gelärme', 'Affentheater']","['vorzeigen', 'vorweisen']","['Versuch', 'Vorsatz', 'Unternehmung', 'Rastlosigkeit', 'Beweglichkeit', 'Regsamkeit', 'Betriebsamkeit', 'Unternehmungsgeist', 'Umtrieb', 'Rührigkeit', 'Geschäftigkeit', 'Aktivität']","['bowl', 'sports stadium', 'stadium', 'arena', 'construction', 'structure', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['(in der Antike) ein Freiluftstadion für Wagenrennen und Gladiatorenspiele', 'ein reisendes Unternehmen von Schaustellern, einschließlich dressierter Tiere']",[],"['kabarett', 'show']",zirku,zirku,zirk,zirkus,,,,,,"['kabarett', 'show']",negative,0.0,neutral,,,,0.0,0,6,,0.0688717439609989,,,0,6,,0.0688717439609989,,6,,0.0688717439609989
klimazunft,zunft,"['zunft', 'zünfte', 'zünften']",zunft,f,"['klimazunft', 'klimazünfte', 'klimazünften']",,,['Hans Joachim Schellnhuber'],[],,[],negative,0.0,"['Amt', 'Gilde', 'Gewerbe', 'Innung', 'Zunft', 'Gewerk', 'Berufsstand']","['Arbeitsgruppe', 'Fachgruppe', 'Arbeitsgemeinschaft', 'Projektgruppe', 'Arbeitskreis']","['Gestaltung', 'Erreichung', 'Realisierung', 'Verwirklichung', 'Umsetzung', 'Entwicklung']",[],abstraction,"[None, 'die Handlungen und Tätigkeiten, die einer Person oder einer Gruppe zugewiesen oder von ihr verlangt oder erwartet werden', None]",[],[],zunf,zunft,zunft,zunft,,,,,,[],negative,0.0,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
klimazwang,zwang,"['zwange', 'zwängen', 'zwangs', 'zwanges', 'zwang', 'zwänge']",zwang,m,"['klimazwange', 'klimazwängen', 'klimazwangs', 'klimazwanges', 'klimazwang', 'klimazwänge']",,,[],[],,[],negative,-1.0,"['Pression', 'Beschränkung', 'Angebot, das jemand nicht ablehnen kann', 'Auflage', 'Zwang', 'Nötigung', 'Einschränkung', 'Begrenzung', 'Befehl', 'Deckelung', 'Erforderlichkeit', 'Diktat', 'Restriktion', 'Bedingung', 'Order', 'Erpressung', 'Anweisung', 'Einengung', 'Muss', 'Weisung']","['Befehlsvorrat', 'Befehlssatz', 'Befehlsrepertoire']","['Gruppierung', 'Clusterung', 'Bündelung']","['regulating', 'regulation', 'control', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['der Akt, etwas einzuränken', 'der Vorgang, dass jmd., der eine bestimmte Autorität besitzt, verlangt, dass jmd. etwas sofort und ohne Widerrede tut', 'etwas, das gefordert wird und das erfüllt sein muss, damit etwas anderes geschehen kann', 'illegales Erzwingen eines Verhaltens oder einer Leistung durch Androhung negativer Konsequenzen bei Nichterfüllung']",[],[],zwang,zwang,zwang,zwang,,,,,,[],negative,0.025,neutral,,,,0.0,0,1,,0.0,,,0,1,,0.0,,1,,0.0
