original,second_part,lemma,genus,compound_forms,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,bert,blob,concept,definition,similar_words,bert_related,blob_related,manual_sentiment,pro_attr,con_attr,pro_sarcasm,con_sarcasm,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,article,full_definition
klimaverbrecher,verbrecher,verbrecher,m,"['klimaverbrechers', 'klimaverbrechern', 'klimaverbrecher']",,,,Counter({'MINT': 1}),Counter(),Counter(),negative,0.0,person,"['ein Krimineller, der Mitglied einer Bande ist', 'ein junger Straftäter', 'jemand, der gegen das Gesetz verstößt']","['gangster', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrecher', 'verbrechen']",negative,-0.1052631578947368,negativ,Fremdzuschreibung,Selbstzuschreibung,0.0,0.0,1,1,0.0,0.0,[],[],der,"Klimaverbrecher, der
Der Begriff ""Klimaverbrecher"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 1 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimaverbrecher"" hierbei im Sinne einer Selbstzuschreibung von Seiten der Skeptiker und als Fremdzuschreibung im Vetreter Korpus. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Kontext von ""Klimaverbrecher"" erfolgt die Nennung folgender Organisation(en): MINT (Skeptiker Korpus).

Siehe auch: Klimagangster, Klimaverbrechen"
klimaverdummung,verdummung,verdummung,f,['klimaverdummung'],,,Counter({'Stefan Rahmstorf': 1}),,,"Counter({'regierungskonforme': 1, 'geballt': 1, 'viel': 1})",negative,0.0,abstraction,[],[],negative,0.0,negativ,,,0.0,0.0,0,3,0.0,0.0300764987421918,[],[],die,"Klimaverdummung, die
Der Begriff ""Klimaverdummung"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Stefan Rahmstorf."
klimaverleugnung,verleugnung,verleugnung,f,"['klimaverleugnung', 'klimaverleugnungen']",,,"Counter({'Donald Trump': 3, 'Andreas Demmig': 2})",,,Counter(),negative,0.0,action,['Verzicht auf eigene Interessen zugunsten der Interessen anderer'],[],negative,-0.0999999999999999,negativ,,,0.0,0.0,0,3,0.0,0.0383713389787855,[],['Gesicht'],die,"Klimaverleugnung, die
Der Begriff ""Klimaverleugnung"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.038 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump und Andreas Demmig.

Kollokationen: 'Gesicht' (Skeptiker Korpus)"
klimavernunft,vernunft,vernunft,f,['klimavernunft'],,,Counter({'Donald Trump': 1}),"Counter({'EIKE': 1, 'PIK': 1, 'EPA': 1})",,Counter(),neutral,0.0,abstraction,"['Wissen und intellektuelle Fähigkeiten', 'der Zustand der Vernunft und des gesunden Urteilsvermögens', 'Die Vernunft betreffend.']","['intelligenz', 'verstand']",negative,0.0869565217391304,negativ,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],die,"Klimavernunft, die
Der Begriff ""Klimavernunft"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump. Im Kontext von ""Klimavernunft"" erfolgt die Nennung folgender Organisation(en): EIKE, PIK (Skeptiker Korpus).

Siehe auch: Klimaintelligenz, Klimaverstand"
klimaverrücktheit,verrücktheit,verrücktheit,f,"['klimaverrücktheit', 'klimaverrücktheiten']",,,,Counter({'EU': 1}),,Counter(),positive,0.0,abstraction,"['Gleichgültigkeit gegenüber Freude oder Schmerz', 'die Scham, die man empfindet, wenn die eigene Unzulänglichkeit oder Schuld öffentlich gemacht wird']","['irrsinn', 'schwachsinn', 'wahnsinn']",negative,0.0,neutral,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimaverrücktheit, die
Der Begriff ""Klimaverrücktheit"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Kontext von ""Klimaverrücktheit"" erfolgt die Nennung folgender Organisation(en): EU (Skeptiker Korpus).

Siehe auch: Klimairrsinn, Klimaschwachsinn, Klimawahnsinn"
klimaverstand,verstand,verstand,m,"['klimaverstands', 'klimaverstande', 'klimaverstandes', 'klimaverstand']",,,Counter({'Tony Abbott': 1}),"Counter({'IPCC': 1, 'AGW': 1})",,Counter({'klug': 1}),negative,0.0,abstraction,"['Wissen und intellektuelle Fähigkeiten', 'geistige Fähigkeit']","['intelligenz', 'vernunft']",negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimaverstand, der
Der Begriff ""Klimaverstand"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Tony Abbott. Im Kontext von ""Klimaverstand"" erfolgt die Nennung folgender Organisation(en): IPCC, AGW (Skeptiker Korpus).

Siehe auch: Klimaintelligenz, Klimavernunft"
klimaverteidigung,verteidigung,verteidigung,f,"['klimaverteidigung', 'klimaverteidigungen']",,,,,,Counter(),negative,0.0,abstraction,"['die Rechtfertigung für eine Handlung oder eine Überzeugung', 'der Akt, jemanden oder etwas gegen einen Angriff oder eine Verletzung zu verteidigen']",[],negative,0.0,neutral,,,0.0,1.0,0,1,0.0,0.0,[],[],die,"Klimaverteidigung, die
Der Begriff ""Klimaverteidigung"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 100% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert."
klimaverweigerung,verweigerung,verweigerung,f,"['klimaverweigerungen', 'klimaverweigerung']",,,"Counter({'Donald Trump': 2, 'Andreas Demmig': 1})",,,Counter({'global': 2}),negative,0.0,action,"['Zurückweisung oder Verleugnung oder Verwerfung als ungültig', 'der Akt der Weigerung, einer Aufforderung nachzukommen']",[],negative,0.0,neutral,,,0.0,0.0,0,2,0.0,0.0191856694893927,[],['global'],die,"Klimaverweigerung, die
Der Begriff ""Klimaverweigerung"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.019 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Wörter wie 'global' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Donald Trump und Andreas Demmig.

Kollokationen: 'global' (Skeptiker Korpus)"
klimaverwirrung,verwirrung,verwirrung,f,"['klimaverwirrungen', 'klimaverwirrung']",,,"Counter({'Malena Ernman': 1, 'Greta Thunberg': 1})",,,Counter({'groß': 1}),negative,0.0,abstraction,"['ein Gefühl der Peinlichkeit, das einen verwirrt', 'Verwirrung aufgrund von Unverständnis', 'ein plötzlicher Ausbruch von Ärger', 'Unordnung, die sich aus der Unfähigkeit ergibt, sich vorhersehbar zu verhalten']",['konfusion'],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],die,"Klimaverwirrung, die
Der Begriff ""Klimaverwirrung"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Malena Ernman und Greta Thunberg.

Siehe auch: Klimakonfusion"
klimavirus,virus,virus,n,"['klimavirus', 'klimaviren']",,,Counter({'Michael Mann': 1}),,,Counter(),negative,0.0,abstraction,['eine schädliche oder korrumpierende Substanz'],[],negative,0.0,negativ,,,0.0,0.0,0,1,0.0,0.0,[],[],das,"Klimavirus, das
Der Begriff ""Klimavirus"" wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Mann."
klimawahn,wahn,wahn,m,"['klimawahnen', 'klimawahne', 'klimawahnes', 'klimawahns', 'klimawahn']","Counter({'Jürgen Elsässer': 2, 'Michael Limburg': 2, 'Beatrix von Storch': 1, 'Felix Menzel': 1})","Counter({'AFD': 1, 'Blaue Narzisse': 1})","Counter({'Volker Quaschning': 2, 'Hanna Thiele': 1, 'António Guterres': 1, 'Barbara Hendricks': 1, 'Angela Merkel': 1, 'Harald Lesch': 1, 'Dieter Nuhr': 1, 'Sverre Petersen': 1, 'Valentina Zharkova': 1, 'Lord Monckton': 1, 'Hans Joachim Schellnhuber': 1, 'Richard Lindzen': 1})","Counter({'EIKE': 5, 'DWD': 2, 'FAZ': 1, 'WIKIPEDIA': 1, 'Bundestag': 1, 'WDR': 1, 'Tagesspiegel': 1, 'MINT': 1, 'Katholische Kirche': 1, 'Umweltbundesamt': 1, 'NOAA': 1, 'Weltbank': 1, 'IWF': 1, 'Context Verlag': 1, 'Massachusetts Institute of Technology': 1})",Counter({'verschwörungsideologisch': 2}),"Counter({'fortgeschritten': 2, 'mehr': 1, 'hysterisch': 1, 'irren': 1, 'heilig': 1})",positive,0.0,abstraction,['ein Zustand der Glückseligkeit'],[],negative,0.0777777777777777,negativ,,,0.0,0.0,3,31,0.0082929243285437,0.318430037347377,"['extrem', 'Konferenz']","['breite', 'schätzen']",der,"Klimawahn, der
Der Begriff ""Klimawahn"" wird in unserem Korpus 31 Mal von den Klimaforschungsskeptikern und 3 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.318 für die Skeptiker und 0.008 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Subdiskurs der Klimaforschungsvertreter wird der Begriff von Wörtern wie 'verschwörungsideologisch' modifiziert. Wörter wie 'fortgeschritten' treten auf, um den Begriff im Subdiskurs der Klimaforschungsskeptiker näher zu beschreiben. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Volker Quaschning und Hanna Thiele und der Vertreter Korpus die Person(en) Jürgen Elsässer und Michael Limburg. Im Kontext von ""Klimawahn"" erfolgt die Nennung folgender Organisation(en): EIKE, DWD (Skeptiker Korpus) und AFD, Blaue Narzisse (Vertreter Korpus).

Kollokationen: 'breite', 'schätzen' (Skeptiker Korpus) und 'extrem', 'Konferenz' (Vertreter Korpus)"
klimawahnsinn,wahnsinn,wahnsinn,m,"['klimawahnsinn', 'klimawahnsinns']",,,"Counter({'Michael Limburg': 1, 'Nikolai Tesla': 1, 'Angela Merkel': 1, 'Donald Trump': 1})","Counter({'EIKE': 4, 'EU': 2, 'AFD': 1, 'RTL': 1, 'ZDF': 1, 'ARD': 1, 'Tesla': 1, 'PM': 1, 'Die Grünen': 1})",,"Counter({'mehr': 1, 'hysterisch': 1, 'fortgeschritten': 1})",positive,0.0,action,"['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']","['irrsinn', 'schwachsinn', 'verrücktheit']",negative,0.0,negativ,,,0.0,0.0,0,10,0.0,0.120336410340648,[],"['liegen', 'beenden', 'Deutschland']",der,"Klimawahnsinn, der
Der Begriff ""Klimawahnsinn"" wird in unserem Korpus 10 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.12 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Michael Limburg und Nikolai Tesla. Im Kontext von ""Klimawahnsinn"" erfolgt die Nennung folgender Organisation(en): EIKE, EU (Skeptiker Korpus).

Kollokationen: 'liegen', 'Deutschland' (Skeptiker Korpus)

Siehe auch: Klimairrsinn, Klimaschwachsinn, Klimaverrücktheit"
klimawandler,wandler,wandler,m,"['klimawandler', 'klimawandlern', 'klimawandlers']",,,"Counter({'Angela Merkel': 1, 'Mojib Latif': 1, 'Patrick Frank': 1})",Counter({'DPG': 1}),,Counter(),positive,0.0,abstraction,"['Wandler zur Übertragung und Verstärkung von Drehmomenten (insbesondere auf hydraulischem Wege)', 'ein elektrisches Gerät, das eine Energieform in eine andere umwandelt']",[],negative,0.0,negativ,,,0.0,0.3333333333333333,0,3,0.0,0.0300764987421918,[],[],der,"Klimawandler, der
Der Begriff ""Klimawandler"" wird in unserem Korpus 3 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.03 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 33% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Angela Merkel und Mojib Latif. Im Kontext von ""Klimawandler"" erfolgt die Nennung folgender Organisation(en): DPG (Skeptiker Korpus)."
klimawarner,warner,warner,m,"['klimawarners', 'klimawarner', 'klimawarnern']",,,"Counter({'Eckart von Hirschhausen': 1, 'Angela Merkel': 1, 'Jan Eder': 1})","Counter({'DIE LINKE': 1, 'EIKE': 1, 'IPCC': 1, 'NCAR': 1, 'NSIDC': 1, 'CESM': 1})",,Counter({'richtig': 1}),negative,0.0,person,[],[],negative,0.0,neutral,,Fremdzuschreibung,0.0,0.0,0,5,0.0,0.0564898091155786,[],[],der,"Klimawarner, der
Der Begriff ""Klimawarner"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 5 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.056 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimawarner"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Eckart von Hirschhausen und Angela Merkel. Im Kontext von ""Klimawarner"" erfolgt die Nennung folgender Organisation(en): DIE LINKE, EIKE (Skeptiker Korpus)."
klimaweltuntergang,weltuntergang,weltuntergang,m,"['klimaweltuntergange', 'klimaweltuntergang', 'klimaweltunterganges', 'klimaweltuntergängen', 'klimaweltuntergangs', 'klimaweltuntergänge']",,,"Counter({'Luisa Neubauer': 1, 'Anders Levermann': 1, 'Stefan Rahmstorf': 1, 'Greta Thunberg': 1})","Counter({'EIKE': 2, 'GradZiel': 1, 'PIK': 1, 'SED': 1, 'NSDAP': 1})",,"Counter({'drohend': 1, 'selbst': 1})",positive,0.0,abstraction,"['ein kosmischer Kataklysmus, bei dem Gott die herrschenden Mächte des Bösen vernichtet']",[],positive,0.0,negativ,,,0.0,0.25,0,4,0.0,0.0436011111178084,[],[],der,"Klimaweltuntergang, der
Der Begriff ""Klimaweltuntergang"" wird in unserem Korpus 4 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.044 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird in 25% der Fälle im Skeptiker Diskurs als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Luisa Neubauer und Anders Levermann. Im Kontext von ""Klimaweltuntergang"" erfolgt die Nennung folgender Organisation(en): EIKE, GradZiel (Skeptiker Korpus)."
klimawendehals,wendehals,wendehals,m,"['klimawendehals', 'klimawendehalse', 'klimawendehälsen', 'klimawendehälse', 'klimawendehalses']",,,Counter({'Harald Lesch': 1}),"Counter({'UN': 1, 'ZDF': 1})",,Counter(),negative,0.0,person,"['jemand, der rebelliert und ein Geächteter wird', 'ein angestellter Arbeiter auf einem Bauernhof oder einer Ranch']",[],negative,0.0,negativ,,Fremdzuschreibung,0.0,0.0,0,1,0.0,0.0,[],[],der,"Klimawendehals, der
Der Begriff ""Klimawendehals"" bezeichnet eine Person, die eine gewisse Haltung zum Klimawandel einnimmt. Der Begriff wird in unserem Korpus 1 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.0 für die Skeptiker und 0.0 für die Vertreter. Verwendet wird ""Klimawendehals"" hierbei im Sinne einer Fremdzuschreibung von Seiten der Skeptiker. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell negativ konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Harald Lesch. Im Kontext von ""Klimawendehals"" erfolgt die Nennung folgender Organisation(en): UN, ZDF (Skeptiker Korpus)."
klimawirklichkeit,wirklichkeit,wirklichkeit,f,"['klimawirklichkeit', 'klimawirklichkeiten']",,,Counter({'Harald Kunstmann': 1}),"Counter({'Die Grünen': 1, 'BR': 1, 'Bayerischer Landtag': 1})",,Counter({'kein': 1}),neutral,0.0,abstraction,"['die Eigenschaft von etwas, das real ist']",[],neutral,0.0,neutral,,,0.0,0.0,0,2,0.0,0.0156966951518003,[],[],die,"Klimawirklichkeit, die
Der Begriff ""Klimawirklichkeit"" wird in unserem Korpus 2 Mal von den Klimaforschungsskeptikern und 0 Mal von den Klimaforschungsvertretern verwendet. Auf den gesamten Korpus gesehen entspricht das einer relativen Häufigkeit (TF-IDF) von 0.016 für die Skeptiker und 0.0 für die Vertreter. Die Verwendung wird nicht als sarkastisch eingestuft. In unserem Korpus Sample ist der Begriff tendenziell neutral konnotiert. Im Zusammenhang mit dem Begriff erwähnt der Skeptiker Korpus die Person(en) Harald Kunstmann. Im Kontext von ""Klimawirklichkeit"" erfolgt die Nennung folgender Organisation(en): Die Grünen, BR (Skeptiker Korpus)."
