original,second_part,noun_forms,lemma,genus,compound_forms,related_words,hypernyms,roots,en_hypernyms,concept,definition,path,wup,stem_cistem,stem_porter,stem_lancaster,stem_snowball,share_cistem,share_porter,share_lancaster,share_snowball,dist_stemmer,similar_words,PERS_pro,ORG_pro,PERS_con,ORG_con,pro_mods,con_mods,pro_sarcasm,con_sarcasm,pro_attr,con_attr,tf_pro,tf_con,tfidf_pro,tfidf_con,pro_colls,con_colls,manual_sentiment
klimaverbrechen,verbrechen,"['verbrechen', 'verbrechens']",verbrechen,n,"['klimaverbrechen', 'klimaverbrechens']","['Unrechtstat', 'Untat', 'krimineller Akt', 'Straftat', 'illegale Handlung', 'Verbrechen', 'Delikt', 'strafbare Handlung']","['frevlerisches Handeln', 'Frevel', 'Bruch', 'Operation', 'Sünde', 'Verfehlung', 'Tabubruch', 'Aktion', 'Missetat', 'Tat', 'Übertretung', 'Handlung']","['Handlung', 'Operation', 'Aktion', 'Tat', 'Liegenschaft', 'Grundbesitz', 'Landbesitz']","['offence', 'offense', 'transgression', 'evildoing', 'wrongdoing', 'misconduct', 'wrongful conduct', 'actus reus', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['(Strafrecht) eine Handlung, die strafbar ist; in der Regel eine böse Tat']",[],['betrug'],verbrech,verbrechen,verbrech,verbrech,"['verbrechen', 'verbrecher']",[],"['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['betrug', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher']",Counter({'Ronja Weil': 1}),"Counter({'RWE': 1, 'Die Grünen': 1})",Counter({'Lisa Göldner': 1}),Counter({'Financial Times': 1}),[],[],0.0,1.0,,,1,1,0.0,0.0,[],[],negative
klimaverbrecher,verbrecher,"['verbrechers', 'verbrechern', 'verbrecher']",verbrecher,m,"['klimaverbrechers', 'klimaverbrechern', 'klimaverbrecher']","['Verbrecher', 'Ganove', 'schwerer Junge', 'Krimineller', 'Galgenvogel', 'Gauner', 'Gesetzesbrecher', 'Täter', 'kriminelles Element', 'Galgenstrick', 'Halunke', 'Schuft', 'Malefikant', 'Bandit', 'Gangster', 'Übeltäter', 'Schächer', 'Straftäter', 'Delinquent']","['Verbrecher', 'Schächer', 'Straftäter', 'schwerer Junge', 'Gesetzesbrecher', 'Krimineller', 'Täter', 'kriminelles Element']","['Verbrecher', 'Straftäter', 'Täter', 'schwerer Junge', 'Schächer', 'Krimineller', 'Gesetzesbrecher', 'kriminelles Element']","['crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'crook', 'malefactor', 'felon', 'outlaw', 'criminal', 'principal', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['ein Krimineller, der Mitglied einer Bande ist', 'ein junger Straftäter', 'jemand, der gegen das Gesetz verstößt']",['gangster'],['gangster'],verbrech,verbrech,verbrech,verbrech,"['verbrechen', 'verbrecher']",[],"['verbrechen', 'verbrecher']","['verbrechen', 'verbrecher']","['verbrecher', 'verbrechen']","['gangster', 'verbrechen', 'verbrecher', 'verbrechen', 'verbrecher', 'verbrecher', 'verbrechen']",,,,Counter({'MINT': 1}),[],[],0.0,0.0,External,Self,1,1,0.0,0.0,[],[],negative
klimaverdummung,verdummung,['verdummung'],verdummung,f,['klimaverdummung'],[],[],[],[],abstraction,[],[],[],verdummung,verdummung,verdummung,verdumm,[],[],[],[],[],[],,,Counter({'Stefan Rahmstorf': 1}),,,"['regierungskonforme', 'geballt', 'viel']",,0.0,,,0,3,,0.0300764987421918,[],[],negative
klimaverleugnung,verleugnung,"['verleugnung', 'verleugnungen']",verleugnung,f,"['klimaverleugnung', 'klimaverleugnungen']","['Ignoranz', 'Nicht-Wahrhaben-Wollen', 'Ignorieren', 'Verleugnung', 'Nichtanerkennung', 'Vogel-Strauß-Politik', 'Bestreitung']",[],[],"['forswearing', 'renunciation', 'forgoing', 'rejection', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity', 'selflessness', 'self-sacrifice', 'cooperation', 'group action', 'action', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,['Verzicht auf eigene Interessen zugunsten der Interessen anderer'],[],[],verleugnung,verleugnung,verleugnung,verleugn,[],[],[],[],[],[],,,"Counter({'Donald Trump': 3, 'Andreas Demmig': 2})",,,[],,0.0,,,0,3,,0.0383713389787855,[],['Gesicht'],negative
klimavernunft,vernunft,['vernunft'],vernunft,f,['klimavernunft'],"['Verstand', 'Wirklichkeitssinn', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'Konsequenz', 'Denkvermögen', 'Vernunft', 'Scharfsinnigkeit', 'Hausverstand', 'Ratio', 'Klugheit', 'Geist', 'Logik', 'Räson', 'gesunder Verstand', 'Scharfsinn', 'Intelligenz', 'Gesetzmäßigkeit', 'gesunder Menschenverstand', 'Geisteskraft', 'Gehirnschmalz']",[],[],"['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Wissen und intellektuelle Fähigkeiten', 'der Zustand der Vernunft und des gesunden Urteilsvermögens', 'Die Vernunft betreffend.']","['intelligenz', 'verstand']","['intelligenz', 'verstand']",vernunf,vernunft,vernunft,vernunft,[],[],[],[],[],"['intelligenz', 'verstand']",,,Counter({'Donald Trump': 1}),"Counter({'EIKE': 1, 'PIK': 1, 'EPA': 1})",,[],,0.0,,,0,2,,0.0156966951518003,[],[],negative
klimaverrücktheit,verrücktheit,"['verrücktheit', 'verrücktheiten']",verrücktheit,f,"['klimaverrücktheit', 'klimaverrücktheiten']","['Wahnwitz', 'Wahnsinn', 'Farce', 'Stumpfsinn', 'Posse', 'Insania', 'Tollheit', 'Schnurre', 'Narrheit', 'Peinlichkeit', 'Fadaise', 'Verrücktheit', 'Irrsinn', 'Lachnummer', 'Verdrehtheit', 'Hirnrissigkeit', 'Schnake', 'Kasperletheater', 'Torheit']","['Widervernünftigkeit', 'Paralogie', 'Unvernunft', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['emotionlessness', 'unemotionality', 'trait', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Gleichgültigkeit gegenüber Freude oder Schmerz', 'die Scham, die man empfindet, wenn die eigene Unzulänglichkeit oder Schuld öffentlich gemacht wird']",[],"['irrsinn', 'schwachsinn', 'wahnsinn']",verruckthei,verrücktheit,verrücktheit,verruckt,[],[],[],[],[],"['irrsinn', 'schwachsinn', 'wahnsinn']",,,,Counter({'EU': 1}),,[],,0.0,,,0,1,,0.0,[],[],neutral
klimaverstand,verstand,"['verstands', 'verstande', 'verstandes', 'verstand']",verstand,m,"['klimaverstands', 'klimaverstande', 'klimaverstandes', 'klimaverstand']","['Verstand', 'Geisteskraft', 'Grütze', 'Grips', 'Köpfchen', 'Denkfähigkeit', 'Denkvermögen', 'Vernunft', 'Scharfsinnigkeit', 'Fassungskraft', 'Fassungsgabe', 'Klugheit', 'Geist', 'Auffassungsgabe', 'Scharfsinn', 'Intelligenz', 'Verständnis', 'Aufnahmefähigkeit', 'Gehirnschmalz']","['Fachbereich', 'Universitätsabteilung', 'Fakultät']","['Bereich', 'Abteilung', 'Sektion']","['intelligence', 'power', 'ability', 'noesis', 'cognition', 'knowledge', 'psychological feature', 'abstraction', 'abstract entity', 'entity']",abstraction,"['Wissen und intellektuelle Fähigkeiten', 'geistige Fähigkeit']","['intelligenz', 'vernunft']","['intelligenz', 'vernunft']",versta,verstand,verstand,verstand,[],[],[],[],[],"['intelligenz', 'vernunft']",,,Counter({'Tony Abbott': 1}),"Counter({'AGW': 1, 'IPCC': 1})",,['klug'],,0.0,,,0,1,,0.0,[],[],negative
klimaverteidigung,verteidigung,"['verteidigung', 'verteidigungen']",verteidigung,f,"['klimaverteidigung', 'klimaverteidigungen']","['Verteidigung', 'Verteidigungsrede', 'Rechtfertigung', 'Widerstand', 'Abwehr', 'Apologie', 'Defensive', 'Gegenwehr']","['Operation', 'Tat', 'Aktion', 'Handlung']","['Handlung', 'Operation', 'Aktion', 'Tat']","['justification', 'account', 'explanation', 'statement', 'content', 'substance', 'subject matter', 'message', 'communication', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Rechtfertigung für eine Handlung oder eine Überzeugung', 'der Akt, jemanden oder etwas gegen einen Angriff oder eine Verletzung zu verteidigen']",[],[],verteidigung,verteidigung,verteidigung,verteid,[],[],[],[],[],[],,,,,,[],,1.0,,,0,1,,0.0,[],[],neutral
klimaverweigerung,verweigerung,"['verweigerungen', 'verweigerung']",verweigerung,f,"['klimaverweigerungen', 'klimaverweigerung']","['Neinstimme', 'Nichteinverständniserklärung', 'Zurückweisung', 'Veto', 'Absage', 'Verneinung', 'Rückweisung', 'Verweigerung', 'Nein', 'Weigerung', 'Ablehnung']",[],[],"['rejection', 'speech act', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['Zurückweisung oder Verleugnung oder Verwerfung als ungültig', 'der Akt der Weigerung, einer Aufforderung nachzukommen']",[],[],verweigerung,verweigerung,verweigerung,verweiger,[],[],[],[],[],[],,,"Counter({'Donald Trump': 2, 'Andreas Demmig': 1})",,,"['global', 'global']",,0.0,,,0,2,,0.0191856694893927,[],['global'],neutral
klimaverwirrung,verwirrung,"['verwirrungen', 'verwirrung']",verwirrung,f,"['klimaverwirrungen', 'klimaverwirrung']","['Zinower', 'Verstörtheit', 'Konfusion', 'Verwirrung', 'Ratlosigkeit', 'Desorientierung', 'Zerstreutheit', 'Realitätsverleugnung', 'Verblendung', 'Zerfahrenheit', 'Irritation', 'Gedankenlosigkeit']","['Leitfaden', 'Leitlinie', 'Kurs', 'Handlungshilfe', 'Zielstellung', 'Zielsetzung', 'Ausrichtung', 'Guideline', 'Maßgabe', 'Vorgabe', 'Programm', 'Zielvorgabe', 'Marschrichtung', 'Richtlinie', 'Richtschnur', 'Führungshilfe', 'Linie', 'Zielvorstellung', 'Programmatik', 'Orientierung', 'Richtmarke']","['Versuch', 'Vorsatz', 'Unternehmung', 'Gruppierung', 'Clusterung', 'Bündelung']","['embarrassment', 'shame', 'feeling', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein Gefühl der Peinlichkeit, das einen verwirrt', 'Verwirrung aufgrund von Unverständnis', 'ein plötzlicher Ausbruch von Ärger', 'Unordnung, die sich aus der Unfähigkeit ergibt, sich vorhersehbar zu verhalten']",['konfusion'],['konfusion'],verwirrung,verwirrung,verwirrung,verwirr,[],[],[],[],[],['konfusion'],,,"Counter({'Malena Ernman': 1, 'Greta Thunberg': 1})",,,['groß'],,0.0,,,0,1,,0.0,[],[],negative
klimavirus,virus,"['virus', 'viren']",virus,,"['klimavirus', 'klimaviren']","['Computervirus', 'Virus']",[],[],"['representation', 'agency', 'delegacy', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['eine schädliche oder korrumpierende Substanz'],[],[],viru,viru,vir,virus,[],[],[],[],[],[],,,Counter({'Michael Mann': 1}),,,[],,0.0,,,0,1,,0.0,[],[],negative
klimawahn,wahn,"['wahnen', 'wahne', 'wahnes', 'wahns', 'wahn']",wahn,m,"['klimawahnen', 'klimawahne', 'klimawahnes', 'klimawahns', 'klimawahn']","['Ekstase', 'Verzückung', 'Taumel', 'Trance', 'Rausch', 'Zustand absoluter Verzückung', 'Wahn', 'Zustand der Euphorie', 'Zustand der Trance']",[],[],"['walking on air', 'bliss', 'cloud nine', 'seventh heaven', 'blissfulness', 'elation', 'psychological condition', 'psychological state', 'mental state', 'mental condition', 'condition', 'status', 'state', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,['ein Zustand der Glückseligkeit'],[],[],wah,wahn,wahn,wahn,[],[],[],[],[],[],"Counter({'Jürgen Elsässer': 2, 'Michael Limburg': 2, 'Felix Menzel': 1, 'Beatrix von Storch': 1})","Counter({'AFD': 1, 'Blaue Narzisse': 1})","Counter({'Volker Quaschning': 2, 'Angela Merkel': 2, 'Michael Limburg': 1, 'Hanna Thiele': 1, 'Nikolai Tesla': 1, 'António Guterres': 1, 'Barbara Hendricks': 1, 'Jorge Bergoglio': 1, 'Greta Thunberg': 1, 'Harald Lesch': 1, 'Dieter Nuhr': 1, 'Sverre Petersen': 1, 'Valentina Zharkova': 1, 'Donald Trump': 1, 'Lord Monckton': 1, 'Hans Joachim Schellnhuber': 1, 'Richard Lindzen': 1})","Counter({'EIKE': 10, 'DWD': 2, 'Europäische Union': 2, 'AFD': 1, 'RTL': 1, 'ZDF': 1, 'ARD': 1, 'FAZ': 1, 'Tesla': 1, 'WIKIPEDIA': 1, 'Bundestag': 1, 'WDR': 1, 'Tagesspiegel': 1, 'MINT': 1, 'Katholische Kirche': 1, 'Umweltbundesamt': 1, 'PM': 1, 'Die Grünen': 1, 'NOAA': 1, 'Weltbank': 1, 'IWF': 1, 'Context Verlag': 1, 'Massachusetts Institute of Technology': 1})","['verschwörungsideologisch', 'verschwörungsideologisch']","['mehr', 'hysterisch', 'irren', 'fortgeschritten', 'fortgeschritten', 'heilig']",0.0,0.0,,,3,31,0.0082929243285437,0.318430037347377,"['Konferenz', 'extrem']","['schätzen', 'breite']",negative
klimawahnsinn,wahnsinn,"['wahnsinn', 'wahnsinns']",wahnsinn,m,"['klimawahnsinn', 'klimawahnsinns']","['Wahnwitz', 'Verrücktheit', 'Irrsinn', 'Insania', 'Verdrehtheit', 'Hirnrissigkeit', 'Tollheit', 'Wahnsinn', 'Schwachsinn', 'Geistesschwäche', 'Stumpfsinn', 'Fadaise', 'Idiotie', 'Torheit', 'Narrheit']","['Widervernünftigkeit', 'Paralogie', 'Unvernunft', 'Vernunftwidrigkeit']","['Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand', 'Fähigkeit', 'Rüstzeug', 'Kompetenz', 'Horizont', 'Ahnung', 'Wissen', 'Expertise', 'Sachkunde', 'Sachkenntnis', 'Know-how', 'Techne', 'Kenntnis', 'Können', 'Kenne', 'Kenntnisstand', 'Wissensstand', 'Sachverstand']","['play', 'frolic', 'gambol', 'caper', 'romp', 'recreation', 'diversion', 'activity', 'human action', 'human activity', 'deed', 'act', 'event', 'abstraction', 'abstract entity', 'entity']",action,"['törichtes oder sinnloses Verhalten', 'die Eigenschaft, unbesonnen und töricht zu sein', 'Gleichgültigkeit gegenüber Freude oder Schmerz']","['irrsinn', 'schwachsinn']","['irrsinn', 'schwachsinn', 'verrücktheit']",wahnsinn,wahnsinn,wahnsin,wahnsinn,[],[],[],[],[],"['irrsinn', 'schwachsinn', 'verrücktheit']",,,"Counter({'Michael Limburg': 1, 'Nikolai Tesla': 1, 'Jorge Bergoglio': 1, 'Greta Thunberg': 1, 'Angela Merkel': 1, 'Donald Trump': 1})","Counter({'EIKE': 5, 'Europäische Union': 2, 'AFD': 1, 'RTL': 1, 'ZDF': 1, 'ARD': 1, 'Tesla': 1, 'PM': 1, 'Die Grünen': 1})",,"['mehr', 'hysterisch', 'fortgeschritten']",,0.0,,,0,10,,0.120336410340648,[],"['liegen', 'beenden', 'Deutschland']",negative
klimawandler,wandler,"['wandler', 'wandlern', 'wandlers']",wandler,m,"['klimawandler', 'klimawandlern', 'klimawandlers']","['Drehmomentwandler', 'Föttinger-Wandler', 'Wandler', 'Umsetzer']","['Aggregat', 'Automat', 'Anlage', 'Maschine', 'Apparatur', 'Gerät', 'Apparat']","['Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat', 'Gerät', 'Anlage', 'Apparatur', 'Maschine', 'Apparat', 'Aggregat', 'Automat']","['convertor', 'converter', 'device', 'instrumentality', 'instrumentation', 'means', 'artifact', 'artefact', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity']",abstraction,"['Wandler zur Übertragung und Verstärkung von Drehmomenten (insbesondere auf hydraulischem Wege)', 'ein elektrisches Gerät, das eine Energieform in eine andere umwandelt']",[],[],wandl,wandler,wandl,wandl,[],[],[],[],[],[],,,"Counter({'Angela Merkel': 1, 'Mojib Latif': 1, 'Patrick Frank': 1})",Counter({'DPG': 1}),,[],,0.0,,,0,3,,0.0300764987421918,[],[],negative
klimawarner,warner,"['warners', 'warner', 'warnern']",warner,m,"['klimawarners', 'klimawarner', 'klimawarnern']",[],[],[],[],person,[],[],[],war,warner,warn,warn,[],[],[],[],[],[],,,"Counter({'Eckart von Hirschhausen': 1, 'Angela Merkel': 1, 'Jan Eder': 1})","Counter({'DIE LINKE': 1, 'EIKE': 1, 'IPCC': 1, 'NSIDC': 1, 'NCAR': 1, 'CESM': 1})",,['richtig'],,0.0,,External,0,5,,0.0564898091155786,[],[],neutral
klimaweltuntergang,weltuntergang,"['weltuntergange', 'weltuntergang', 'weltunterganges', 'weltuntergängen', 'weltuntergangs', 'weltuntergänge']",weltuntergang,m,"['klimaweltuntergange', 'klimaweltuntergang', 'klimaweltunterganges', 'klimaweltuntergängen', 'klimaweltuntergangs', 'klimaweltuntergänge']","['Tag des jüngsten Gerichts', 'Offenbarung', 'Ragnarök', 'Götterdämmerung', 'Ende der Welt', 'Apokalypse', 'Weltende', 'Weltuntergang']","['Hausnummer', 'Anhaltspunkt', 'Größenordnung', 'Zwielicht', 'grobe Schätzung', 'Dämmerung', 'Bereich', 'ungefähre Größe', 'Halbdunkel']","['Zwielicht', 'Halbdunkel', 'Dämmerung', 'Heilanzeige', 'Indikation']","['disaster', 'catastrophe', 'cataclysm', 'tragedy', 'calamity', 'bad luck', 'misfortune', 'trouble', 'occurrence', 'occurrent', 'natural event', 'happening', 'event', 'abstraction', 'abstract entity', 'entity']",abstraction,"['ein kosmischer Kataklysmus, bei dem Gott die herrschenden Mächte des Bösen vernichtet']",[],[],weltuntergang,weltuntergang,weltuntergang,weltuntergang,[],[],[],[],[],[],,,"Counter({'Luisa Neubauer': 2, 'Greta Thunberg': 2, 'Fritz Vahrenholt': 1, 'Anders Levermann': 1, 'Stefan Rahmstorf': 1})","Counter({'EIKE': 3, 'PIK': 2, 'GradZiel': 1, 'BUND': 1, 'KGB': 1, 'SED': 1, 'NSDAP': 1})",,"['drohend', 'selbst']",,0.0,,,0,4,,0.0436011111178084,[],[],negative
klimawendehals,wendehals,"['wendehals', 'wendehalse', 'wendehälsen', 'wendehälse', 'wendehalses']",wendehals,m,"['klimawendehals', 'klimawendehalse', 'klimawendehälsen', 'klimawendehälse', 'klimawendehalses']","['Gesinnungsakrobat', 'Handlanger', 'williger Vollstrecker', 'Mitläufer', 'Fahnenflüchtiger', 'Wes Brot ich ess, des Lied ich sing.', 'Ja-Sager', 'Überläufer', 'Konformist', 'Abtrünniger', 'Opportunist', 'Quisling', 'sein Fähnlein nach dem Winde drehen', 'Erfüllungsgehilfe', 'Fahnenflüchtling', 'Radfahrer', 'Abnicker', 'Deserteur', 'Verräter', 'Wendehals', 'Jasager', 'Gesinnungslump']","['Haderlump', 'übles Subjekt', 'Fötzel', 'Schurke', 'Sinnspruch', 'Gauner', 'Sprichwort', 'fieser Finger', 'Canaille', 'Merkspruch', 'Übelmann', 'Strolch', 'Lump', 'Schlitzohr', 'Halunke', 'Unhold', 'Tunichtgut', 'Schuft', 'Kanaille', 'Schubiack', 'Sager', 'Spruch', 'Missetäter', 'Bösewicht', 'Frevler', 'krummer Hund', 'Übeltäter', 'Spitzbube']","['Strolch', 'Tunichtgut', 'Fötzel', 'Schuft', 'Schubiack', 'Unhold', 'Übeltäter', 'Halunke', 'Lump', 'Gauner', 'Missetäter', 'Kanaille', 'Schlitzohr', 'Haderlump', 'Spitzbube', 'krummer Hund', 'Übelmann', 'übles Subjekt', 'fieser Finger', 'Schurke', 'Bösewicht', 'Frevler', 'Canaille', 'Kunstgriff', 'Schachzug', 'Finesse', 'Praktik', 'Kniff', 'richtige Dreh', 'Kunststück', 'genialer Trick', 'trickreiche Methode', 'Trick siebzehn', 'Dreh', 'Handgriff', 'Technik', 'Trick 17']","['defector', 'deserter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'defector', 'deserter', 'offender', 'wrongdoer', 'bad person', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,"['jemand, der rebelliert und ein Geächteter wird', 'ein angestellter Arbeiter auf einem Bauernhof oder einer Ranch']",[],[],wendehal,wendeh,wendeh,wendehal,[],[],[],[],[],[],,,Counter({'Harald Lesch': 1}),"Counter({'UN': 1, 'ZDF': 1})",,[],,0.0,,External,0,1,,,[],[],negative
klimawirklichkeit,wirklichkeit,"['wirklichkeit', 'wirklichkeiten']",wirklichkeit,f,"['klimawirklichkeit', 'klimawirklichkeiten']","['Boden der Tatsachen', 'Wirklichkeit', 'Realität']",[],[],"['corporality', 'materiality', 'corporeality', 'physicalness', 'quality', 'attribute', 'abstraction', 'abstract entity', 'entity']",abstraction,"['die Eigenschaft von etwas, das real ist']",[],[],wirklichkei,wirklichkeit,wirklichkeit,wirklich,[],[],[],[],[],[],,,Counter({'Harald Kunstmann': 1}),"Counter({'BR': 1, 'Bayerischen Landtag': 1, 'Die Grünen': 1})",,['kein'],,0.0,,,0,2,,0.0156966951518003,[],[],neutral
klimazar,zar,"['zar', 'zaren']",zar,m,"['klimazar', 'klimazaren']","['Augustus', 'Tenno', 'Caesar', 'Cäsar', 'Imperator', 'Zar', 'Kaiser']",[],[],"['sovereign', 'crowned head', 'monarch', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'ruler', 'swayer', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'head of state', 'chief of state', 'representative', 'negotiator', 'negotiant', 'treater', 'communicator', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'animate thing', 'living thing', 'unit', 'whole', 'physical object', 'object', 'physical entity', 'entity', 'sovereign', 'crowned head', 'monarch', 'head of state', 'chief of state', 'representative', 'negotiator', 'negotiant', 'treater', 'communicator', 'soul', 'person', 'someone', 'mortal', 'individual', 'somebody', 'being', 'organism', 'cause', 'causal agent', 'causal agency', 'physical entity', 'entity']",person,['der männliche Herrscher eines Reiches'],[],[],zar,zar,zar,zar,[],[],[],[],[],[],,,"Counter({'Barack Obama': 1, 'Joe Biden': 1, 'John Kerry': 1})",Counter({'Weltbank': 1}),,['neu'],,0.5,,External,0,2,,0.0156966951518003,[],['John'],neutral
klimazerrüttung,zerrüttung,"['zerrüttung', 'zerrüttungen']",zerrüttung,f,"['klimazerrüttung', 'klimazerrüttungen']","['Zerfall', 'Auflösung', 'Zertrennung', 'Rückbau', 'Zerlegung', 'Zerrüttung', 'Entartung', 'Demontage', 'Verfall', 'Zerteilung', 'Zersplitterung', 'Dekadenz', 'Niedergang', 'Pervertierung', 'Abbau', 'Untergang', 'Degeneration', 'Abbruch']","['Konstruktion', 'Errichtung', 'Bau']","['Bau', 'Errichtung', 'Konstruktion']","['action', 'activity', 'natural process', 'natural action', 'process', 'physical process', 'physical entity', 'entity']",action,"['Zerlegung in Einzelteile', 'der Prozess der allmählichen Verschlechterung']",[],[],zerruttung,zerrüttung,zerrüttung,zerrutt,[],[],[],[],[],[],"Counter({'Fred Hageneder': 1, 'Andreas Reigbert': 1})","Counter({'CDU': 1, 'SPD': 1, 'der Grünen': 1, 'Verlag Neue Erde': 1})",,,[],,0.0,,,,1,0,0.0,,[],[],neutral
